SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000029-d2o-2mM-6-6-2011/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.243e+00     1.333e-01  
T     =       3.258s    1568467376131077.000s  

RSS   =    9.060e-02
SD    =    5.496e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.048e+00     4.803e-02
    2       2.000s     8.357e-01     8.062e-01    -2.949e-02
    3       3.000s     6.682e-01     6.284e-01    -3.987e-02
    4       4.000s     5.268e-01     4.975e-01    -2.932e-02
    5       5.000s     4.160e-01     4.012e-01    -1.476e-02
    6       6.000s     3.320e-01     3.304e-01    -1.648e-03
    7       7.000s     2.720e-01     2.783e-01     6.317e-03
    8       8.000s     2.296e-01     2.400e-01     1.037e-02
    9       9.000s     1.954e-01     2.118e-01     1.636e-02
   10      10.000s     1.648e-01     1.910e-01     2.624e-02
   11      11.000s     1.409e-01     1.758e-01     3.490e-02
   12      12.000s     1.267e-01     1.645e-01     3.785e-02
   13      13.000s     1.191e-01     1.563e-01     3.712e-02
   14      14.000s     1.134e-01     1.502e-01     3.683e-02
   15      15.000s     1.083e-01     1.457e-01     3.740e-02
   16      16.000s     1.047e-01     1.424e-01     3.776e-02
   17      17.000s     1.008e-01     1.400e-01     3.918e-02
   18      18.000s     9.529e-02     1.382e-01     4.294e-02
   19      19.000s     9.054e-02     1.369e-01     4.638e-02
   20      20.000s     9.065e-02     1.360e-01     4.531e-02
   21      21.000s     9.609e-02     1.353e-01     3.916e-02
   22      22.000s     1.040e-01     1.347e-01     3.073e-02
   23      23.000s     1.127e-01     1.343e-01     2.161e-02
   24      24.000s     1.234e-01     1.341e-01     1.068e-02
   25      25.000s     1.378e-01     1.339e-01    -3.918e-03
   26      26.000s     1.575e-01     1.337e-01    -2.383e-02
   27      27.000s     1.847e-01     1.336e-01    -5.111e-02
   28      28.000s     2.211e-01     1.335e-01    -8.759e-02
   29      29.000s     2.673e-01     1.334e-01    -1.338e-01
   30      30.000s     3.232e-01     1.334e-01    -1.898e-01

============================================================

